"_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2381070,"4152786","2017","2017","1992","SOCIAL HOUSING","24","Scarborough-Guildwood","3555 KINGSTON RD","9","133","2017-11-16","82","Evaluation needs to be conducted in 2 years","20","4","5","4","4","4","4","4","4","4","4","4","4","4","4","3","4","5","4","4","5","E2433","43.7393701329","-79.2153343914","327713.788","4844195.533"
2381071,"4153180","2017","2017","1960","PRIVATE","11","University-Rosedale","30 WALMER RD","3","40","2017-11-16","60","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","2","N/A","3","2","N/A","3","2","5","3","3","3","3","3","4","N/A","S1126","43.6678896371","-79.406592558","312317.184","4836219.422"
2381072,"4152738","2017","2017","1989","SOCIAL HOUSING","21","Scarborough Centre","3010 LAWRENCE AVE E","11","170","2017-11-16","89","Evaluation needs to be conducted in 3 years","19","5","5","5","4","5","4","4","3","4","N/A","5","5","5","4","4","4","4","5","5","5","E2130","43.7559421372","-79.2499550823","325003.977","4845929.234"
2381073,"4152774","2017","2017","1964","PRIVATE","21","Scarborough Centre","3125 LAWRENCE AVE E","7","110","2017-11-16","76","Evaluation needs to be conducted in 2 years","18","4","3","4","4","4","4","4","4","4","N/A","3","4","4","3","4","3","4","4","4","N/A","E2136","43.7552486601","-79.2439639688","325402.336","4845952.092"
2381074,"4154311","2017","2017","1958","PRIVATE","05","York South-Weston","2595 KEELE ST","3","23","2017-11-16","52","Evaluation needs to be conducted in 1 year","17","2","3","3","2","2","3","N/A","2","N/A","3","2","2","5","2","3","2","3","2","3","N/A","W0523","43.7184264423","-79.4794939296","306436.812","4841829.878"
2381075,"4154312","2017","2017","1955","PRIVATE","05","York South-Weston","2597 KEELE ST","4","39","2017-11-16","62","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","3","N/A","3","3","N/A","3","3","5","3","3","3","3","3","3","N/A","W0523","43.718801135","-79.4798728535","306406.27","4841871.496"
2381076,"4250538","2017","2017","1960","PRIVATE","13","Toronto Centre","414 JARVIS ST","4","35","2017-11-16","66","Evaluation needs to be conducted in 2 years","16","4","3","4","3","3","3","N/A","3","N/A","N/A","3","3","4","3","3","4","4","3","3","N/A","S1326","43.664772523","-79.3781317195","314612.964","4835876.128"
2381077,"4156459","2017","2017","1976","PRIVATE","20","Scarborough Southwest","39 PARKCREST DR","7","134","2017-11-16","65","Evaluation needs to be conducted in 1 year","19","3","2","4","3","2","4","3","3","3","N/A","4","4","5","3","3","3","4","3","3","3","E2027","43.7359730644","-79.2190996441","327411.779","4843817.119"
2381078,"4152784","2017","2017","1967","PRIVATE","20","Scarborough Southwest","40 PARKCREST DR","12","100","2017-11-16","67","Evaluation needs to be conducted in 2 years","19","3","4","4","2","4","3","4","4","4","N/A","3","4","5","3","2","3","4","3","3","2","E2027","43.7353054239","-79.2199852938","327340.686","4843742.709"
2381079,"4155703","2017","2017","1976","PRIVATE","20","Scarborough Southwest","45 PARKCREST DR","8","92","2017-11-16","66","Evaluation needs to be conducted in 2 years","19","3","3","4","3","4","3","3","3","3","N/A","4","4","4","3","3","3","4","3","3","3","E2027","43.736752064","-79.2186571","327390.438","4843831.657"
2381080,"4152556","2017","2017","1937","PRIVATE","20","Scarborough Southwest","2406 QUEEN ST E","4","13","2017-11-16","73","Evaluation needs to be conducted in 2 years","15","3","4","4","4","N/A","3","N/A","4","N/A","N/A","4","4","5","3","3","4","4","3","3","N/A","E2033","43.6747748062","-79.2796021139","322556.21","4837003.617"
2381081,"4152646","2017","2017","1962","PRIVATE","21","Scarborough Centre","1749 VICTORIA PARK AVE","6","85","2017-11-16","66","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","3","N/A","2","3","N/A","4","3","5","4","3","2","3","3","2","3","E2131","43.7388748682","-79.3078956075","320258.359","4844119.222"
2381082,"4153623","2017","2017","1988","SOCIAL HOUSING","14","Toronto-Danforth","1187-1189 QUEEN ST E","4","34","2017-11-16","63","Evaluation needs to be conducted in 1 year","18","3","3","4","3","3","4","2","3","3","N/A","3","4","5","3","3","3","2","3","3","N/A","S1441",NA,NA,"318356.222","4835654.831"
2381083,"4152554","2017","2017","1950","PRIVATE","20","Scarborough Southwest","2422 QUEEN ST E","4","24","2017-11-16","60","Evaluation needs to be conducted in 1 year","15","3","2","3","3","3","3","N/A","3","N/A","N/A","3","4","3","3","3","2","N/A","4","3","N/A","E2033","43.6749404991","-79.279202734","322588.365","4837022.11"
2381084,"4152639","2017","2017","1960","PRIVATE","21","Scarborough Centre","1617 VICTORIA PARK AVE","4","59","2017-11-16","76","Evaluation needs to be conducted in 2 years","17","3","4","4","4","3","4","N/A","2","5","N/A","4","4","5","4","4","4","4","3","4","N/A","E2131","43.7309861519","-79.3047834793","320511.088","4843243.43"
2381085,"4152640","2017","2017","1958","PRIVATE","21","Scarborough Centre","1631 VICTORIA PARK AVE","4","35","2017-11-16","69","Evaluation needs to be conducted in 2 years","16","4","4","3","3","2","2","N/A","3","N/A","N/A","4","3","5","4","4","2","4","4","4","N/A","E2131","43.7316703129","-79.3050968759","320485.664","4843319.377"
2381086,"4153106","2017","2017","1992","SOCIAL HOUSING","09","Davenport","223 OSLER ST","4","13","2017-11-16","66","Evaluation needs to be conducted in 2 years","17","4","3","4","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","4","3","3","3","3","S0926","43.669760121","-79.458975993","308092.381","4836424.835"
2381087,"4153207","2017","2017","1968","PRIVATE","11","University-Rosedale","20 PRINCE ARTHUR AVE","23","193","2017-11-16","66","Evaluation needs to be conducted in 2 years","20","4","4","3","3","3","4","3","4","4","3","3","3","5","3","3","3","3","3","1","4","S1127","43.6698986965","-79.3965574738","313126.188","4836443.565"
2381088,"4154855","2017","2017","1982","PRIVATE","16","Don Valley East","1540 VICTORIA PARK AVE","9","132","2017-11-16","71","Evaluation needs to be conducted in 2 years","18","3","3","3","2","4","3","3","4","3","N/A","3","4","5","4","4","4","4","4","4","N/A","N1628","43.7261205219","-79.3038237102","320589.676","4842703.079"
2381089,"4154862","2017","2017","1968","PRIVATE","16","Don Valley East","1600 VICTORIA PARK AVE","4","27","2017-11-16","69","Evaluation needs to be conducted in 2 years","16","3","3","4","3","N/A","4","N/A","3","4","N/A","3","4","5","3","3","3","4","3","3","N/A","N1628","43.7300058216","-79.3053972189","320461.9","4843134.408"
2381090,"4152655","2017","2017","1959","PRIVATE","21","Scarborough Centre","1817 VICTORIA PARK AVE","4","36","2017-11-16","56","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","2","N/A","3","1","N/A","3","3","4","3","3","2","3","3","3","N/A","E2126","43.7433324856","-79.3097740889","320105.92","4844614.079"
2381091,"4152656","2017","2017","1959","PRIVATE","21","Scarborough Centre","1827 VICTORIA PARK AVE","4","36","2017-11-16","66","Evaluation needs to be conducted in 2 years","17","3","4","3","3","3","2","N/A","3","3","N/A","2","3","4","4","4","3","4","4","4","N/A","E2126","43.7441147474","-79.310048062","320083.654","4844700.933"
2381092,"4153187","2017","2017","1960","PRIVATE","11","University-Rosedale","44 WALMER RD","13","85","2017-11-16","60","Evaluation needs to be conducted in 1 year","18","3","3","3","2","3","3","3","3","3","N/A","3","3","5","3","3","3","3","3","2","N/A","S1126","43.669071979","-79.406941997","312288.598","4836351.698"
2381093,"4153883","2017","2017","1957","PRIVATE","12","Toronto-St. Paul's","561 AVENUE RD","14","60","2017-11-16","74","Evaluation needs to be conducted in 2 years","20","4","3","4","4","4","3","4","3","4","3","4","4","5","4","4","3","4","3","3","4","S1232","43.687842496","-79.401374105","312735.24","4838437.581"
2381094,"4153884","2017","2017","1952","PRIVATE","12","Toronto-St. Paul's","565 AVENUE RD","12","63","2017-11-16","69","Evaluation needs to be conducted in 2 years","18","4","3","3","3","4","3","4","3","3","N/A","3","4","5","3","3","3","4","3","4","N/A","S1232","43.688177664","-79.401518522","312723.554","4838474.804"
2381095,"4153910","2017","2017","1955","PRIVATE","12","Toronto-St. Paul's","585 AVENUE RD","11","57","2017-11-16","68","Evaluation needs to be conducted in 2 years","18","4","3","4","3","4","3","4","3","3","N/A","3","3","5","3","3","3","4","3","3","N/A","S1232","43.6892676418","-79.4019577858","312688.265","4838594.903"
2381096,"4153909","2017","2017","1955","PRIVATE","12","Toronto-St. Paul's","606 AVENUE RD","11","62","2017-11-16","69","Evaluation needs to be conducted in 2 years","17","3","3","3","3","4","3","N/A","3","3","N/A","3","4","5","4","4","4","3","4","3","N/A","S1231","43.6896239325","-79.4033213514","312578.299","4838634.362"
2381097,"4228864","2017","2017","1964","PRIVATE","17","Don Valley North","2911 BAYVIEW AVE","3","304","2017-11-16","78","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","4","4","4","5","N/A","3","4","4","4","4","4","3","4","3","4","N1725","43.7705466002","-79.3863327506","313935.534","4847626.159"
2381098,"4153998","2017","2017","1960","PRIVATE","12","Toronto-St. Paul's","893 AVENUE RD","3","10","2017-11-16","63","Evaluation needs to be conducted in 1 year","16","3","3","3","3","N/A","3","N/A","3","N/A","3","3","4","5","3","3","3","3","2","3","N/A","S1227","43.7003921332","-79.4063848317","312329.962","4839830.415"
2381099,"4153999","2017","2017","1960","PRIVATE","12","Toronto-St. Paul's","901 AVENUE RD","3","10","2017-11-16","61","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","3","N/A","3","N/A","3","3","3","5","3","3","3","3","2","3","N/A","S1227","43.7006489139","-79.4065038723","312320.335","4839858.933"
2381100,"4154000","2017","2017","1960","PRIVATE","12","Toronto-St. Paul's","905 AVENUE RD","3","10","2017-11-16","61","Evaluation needs to be conducted in 1 year","16","3","3","3","3","N/A","3","N/A","3","N/A","3","3","3","5","3","3","3","3","2","3","N/A","S1227","43.7007807941","-79.4065602418","312315.775","4839873.58"
2381101,"4152804","2017","2017","1960","PRIVATE","24","Scarborough-Guildwood","71 GUILDWOOD PKWY","3","74","2017-11-16","69","Evaluation needs to be conducted in 2 years","19","3","3","3","4","4","3","4","4","3","4","3","4","4","3","3","4","3","3","4","N/A","E2434","43.745979183","-79.202034161","328782.223","4844934.477"
2381102,"4152653","2017","2017","1993","SOCIAL HOUSING","21","Scarborough Centre","963-967 PHARMACY AVE","4","72","2017-11-16","78","Evaluation needs to be conducted in 2 years","19","4","4","3","4","4","4","4","4","4","N/A","4","4","5","3","4","4","4","4","3","4","E2131","43.734818534","-79.300588721","320828.666","4843661.65"
2381103,"4152797","2017","2017","1968","PRIVATE","24","Scarborough-Guildwood","215 MARKHAM RD","17","193","2017-11-16","63","Evaluation needs to be conducted in 1 year","19","3","3","4","3","3","3","3","2","4","N/A","3","3","5","3","3","3","3","3","3","3","E2433","43.744688035","-79.218768113","327434.96","4844786.353"
2381104,"4153074","2017","2017","1911","PRIVATE","09","Davenport","1505 DUNDAS ST W","3","12","2017-11-16","58","Evaluation needs to be conducted in 1 year","16","3","3","2","3","2","3","N/A","3","N/A","N/A","3","3","3","3","3","3","3","3","3","N/A","S0936","43.6494740469","-79.4321012172","310261.776","4834171.571"
2381105,"4155543","2017","2017","1950","PRIVATE","03","Etobicoke-Lakeshore","15 BIRCHLEA AVE","3","14","2017-11-15","64","Evaluation needs to be conducted in 1 year","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","4","5","3","3","3","N/A","3","3","N/A","W0334","43.592527408","-79.528501876","302478.048","4827838.18"
2381106,"4153343","2017","2017","1916","SOCIAL HOUSING","12","Toronto-St. Paul's","1435 BATHURST ST","3","15","2017-11-15","55","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","3","1","3","1","3","3","3","N/A","3","3","N/A","S1236","43.6823886069","-79.4176648249","311422.714","4837829.264"
2381107,"4153198","2017","2017","1965","PRIVATE","11","University-Rosedale","11 YORKVILLE AVE","9","76","2017-11-15","67","Evaluation needs to be conducted in 2 years","17","4","4","4","3","3","3","3","3","3","N/A","3","3","5","4","3","3","N/A","4","2","N/A","S1128","43.6716015637","-79.3882501798","313795.908","4836633.662"
2381108,"4154994","2017","2017","1955","PRIVATE","12","Toronto-St. Paul's","1592 BATHURST ST","4","35","2017-11-15","65","Evaluation needs to be conducted in 1 year","15","4","4","4","3","2","2","N/A","4","N/A","N/A","3","3","4","3","4","3","N/A","3","3","N/A","S1229","43.6876466507","-79.4205557001","311189.091","4838413.224"
2381109,"4155687","2017","2017","2003","PRIVATE","18","Willowdale","151 BEECROFT RD","27","306","2017-11-15","77","Evaluation needs to be conducted in 2 years","18","4","3","4","3","N/A","3","4","4","4","N/A","4","3","5","4","4","4","5","4","3","4","N1824","43.7649957319","-79.4142574762","311688.077","4847006.801"
2381110,"4152869","2017","2017","1979","PRIVATE","22","Scarborough-Agincourt","2249 BIRCHMOUNT RD","5","40","2017-11-15","74","Evaluation needs to be conducted in 2 years","18","4","4","3","4","4","4","4","3","2","N/A","4","3","5","4","4","4","4","4","3","N/A","E2232","43.7803171542","-79.2969946831","321125.2","4848725.356"
2381111,"4269424","2017","2017","1950","SOCIAL HOUSING","14","Toronto-Danforth","793 GERRARD ST E","5","28","2017-11-15","59","Evaluation needs to be conducted in 1 year","16","3","3","4","3","3","3","N/A","2","N/A","N/A","3","2","3","3","3","3","N/A","3","3","3","S1434","43.6667648172","-79.3456335069","317233.48","4836101.799"
2381112,"4154349","2017","2017","1960","PRIVATE","05","York South-Weston","2432 KEELE ST","3","12","2017-11-15","68","Evaluation needs to be conducted in 2 years","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","5","4","4","4","N/A","4","3","N/A","W0526","43.7111056713","-79.4789091508","306484.133","4841016.599"
2381113,"4154347","2017","2017","1958","PRIVATE","05","York South-Weston","2440 KEELE ST","3","34","2017-11-15","59","Evaluation needs to be conducted in 1 year","16","3","2","2","3","3","3","N/A","3","N/A","3","3","3","4","3","3","3","N/A","3","3","N/A","W0526","43.711712237","-79.4792178818","306459.237","4841083.979"
2381114,"4154337","2017","2017","1955","PRIVATE","05","York South-Weston","2548 KEELE ST","3","12","2017-11-15","59","Evaluation needs to be conducted in 1 year","15","2","3","3","2","2","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","W0526","43.7157152364","-79.4800398693","306392.893","4841528.671"
2381115,"4153994","2017","2017","1935","PRIVATE","12","Toronto-St. Paul's","190 COLIN AVE","6","40","2017-11-15","63","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","4","N/A","3","2","5","3","3","3","N/A","3","3","N/A","S1227","43.7055531895","-79.4028556914","312613.742","4840404.134"
2381116,"4153160","2017","2017","1971","PRIVATE","09","Davenport","919 DUFFERIN ST","15","113","2017-11-15","68","Evaluation needs to be conducted in 2 years","18","4","3","4","3","3","3","3","3","3","N/A","4","3","3","4","3","4","4","4","3","N/A","S0934","43.6575632508","-79.4340091901","310107.154","4835070.126"
2381117,"4155069","2017","2017","1959","PRIVATE","09","Davenport","2204 DUFFERIN ST","4","28","2017-11-15","56","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","2","N/A","3","N/A","N/A","3","2","4","3","2","3","2","3","3","N/A","S0922","43.690434125","-79.448380394","308945.447","4838722.081"
2381118,"4155068","2017","2017","1959","PRIVATE","09","Davenport","2208 DUFFERIN ST","4","18","2017-11-15","56","Evaluation needs to be conducted in 1 year","16","3","2","3","3","3","2","N/A","3","N/A","N/A","3","2","4","3","2","3","3","3","3","N/A","S0922","43.69067643","-79.448458776","308939.113","4838748.997"
2381119,"4155067","2017","2017","1967","PRIVATE","09","Davenport","65 DYNEVOR RD","9","90","2017-11-15","66","Evaluation needs to be conducted in 2 years","18","3","3","3","3","3","3","4","4","4","N/A","3","3","4","3","3","4","3","3","3","N/A","S0922","43.6915639113","-79.4491372654","308884.626","4838846.609"
2381120,"4156122","2017","2017","1970","PRIVATE","17","Don Valley North","75 TALARA DR","4","66","2017-11-15","71","Evaluation needs to be conducted in 2 years","19","4","3","5","4","4","3","3","4","4","N/A","4","3","5","4","3","3","3","3","3","2","N1729","43.765752783","-79.380070251","314469.09","4847077.914"
2381121,"4153805","2017","2017","1930","PRIVATE","12","Toronto-St. Paul's","196 EGLINTON AVE E","4","25","2017-11-15","61","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","2","N/A","3","N/A","3","3","3","5","3","3","3","N/A","3","3","N/A","S1221","43.7083456861","-79.3923007973","313466.197","4840711.342"
2381122,"4153946","2017","2017","1930","PRIVATE","12","Toronto-St. Paul's","779 EGLINTON AVE W","3","17","2017-11-15","63","Evaluation needs to be conducted in 1 year","14","3","3","3","3","N/A","3","N/A","3","N/A","N/A","3","2","5","3","3","3","N/A","3","4","N/A","S1225","43.7009995731","-79.4241109809","310901.18","4839896.436"
2381123,"4153221","2017","2017","1957","PRIVATE","11","University-Rosedale","214 ST GEORGE ST","8","68","2017-11-15","62","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","3","N/A","4","3","3","3","3","5","3","3","3","3","3","2","N/A","S1127","43.671224238","-79.401812426","312701.987","4836591.267"
2381124,"4154050","2017","2017","1965","PRIVATE","19","Beaches-East York","195 REXLEIGH DR","6","106","2017-11-15","77","Evaluation needs to be conducted in 2 years","18","5","4","5","4","4","3","N/A","4","4","5","5","3","4","3","2","4","4","3","3","N/A","S1927","43.704991699","-79.305610532","320450.958","4840356.382"
2381125,"4154062","2017","2017","1956","PRIVATE","19","Beaches-East York","2922 ST CLAIR AVE E","4","16","2017-11-15","59","Evaluation needs to be conducted in 1 year","15","2","3","4","2","2","3","N/A","3","N/A","N/A","2","2","4","4","3","3","N/A","4","3","N/A","S1924","43.7085088591","-79.2998972117","320910.751","4840747.242"
2381126,"4153211","2017","2017","1962","PRIVATE","11","University-Rosedale","153 ST GEORGE ST","7","48","2017-11-15","62","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","3","N/A","3","3","N/A","3","3","5","3","3","3","3","3","3","N/A","S1127","43.669584779","-79.400213595","312831.128","4836409.283"
2381127,"4153980","2017","2017","1959","PRIVATE","08","Eglinton-Lawrence","665 ROSELAWN AVE","5","87","2017-11-15","63","Evaluation needs to be conducted in 1 year","19","3","3","4","3","4","3","4","3","4","3","3","2","3","2","2","3","3","5","3","N/A","N0833","43.705178016","-79.425108275","310820.12","4840361.543"
2381128,"4154843","2017","2017","1986","PRIVATE","17","Don Valley North","70 RUDDINGTON DR","18","107","2017-11-15","82","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","4","N/A","4","4","5","4","4","4","4","4","4","4","N1721","43.79254847","-79.39077874","313611.526","4850015.004"
2381129,"4156516","2017","2017","1978","PRIVATE","22","Scarborough-Agincourt","85 SILVER SPRINGS BLVD","9","133","2017-11-15","75","Evaluation needs to be conducted in 2 years","17","4","3","3","4","N/A","4","N/A","3","4","N/A","4","4","5","5","4","3","4","4","3","3","E2223","43.801321025","-79.304237888","320562.482","4850959.102"
2381130,"4153612","2017","2017","1950","PRIVATE","14","Toronto-Danforth","818 BROADVIEW AVE","3","31","2017-11-15","73","Evaluation needs to be conducted in 2 years","15","3","3","3","3","3","3","N/A","3","N/A","N/A","4","3","5","4","4","5","N/A","4","5","N/A","S1424","43.678055685","-79.3589018471","316161.359","4837354.28"
2381131,"4152851","2017","2017","1970","PRIVATE","22","Scarborough-Agincourt","3275 SHEPPARD AVE E","17","219","2017-11-15","69","Evaluation needs to be conducted in 2 years","20","4","3","3","2","4","3","2","4","3","3","2","3","3","4","4","5","4","4","4","5","E2230","43.777664481","-79.310076811","320080.96","4848422.677"
2381132,"4152873","2017","2017","1969","PRIVATE","22","Scarborough-Agincourt","3845 SHEPPARD AVE E","10","106","2017-11-15","73","Evaluation needs to be conducted in 2 years","19","4","3","3","4","4","4","3","2","4","N/A","4","4","5","4","4","3","4","3","4","3","E2232","43.7821007086","-79.2907139042","321630.259","4848924.767"
2381133,"4153577","2017","2017","1992","SOCIAL HOUSING","14","Toronto-Danforth","179 BROADVIEW AVE","4","41","2017-11-15","63","Evaluation needs to be conducted in 1 year","19","3","2","4","3","3","3","2","3","3","N/A","3","3","5","3","3","4","3","3","4","3","S1434","43.6611021065","-79.3502357937","316863.476","4835472.037"
2381134,"4153613","2017","2017","1950","PRIVATE","14","Toronto-Danforth","812 BROADVIEW AVE","3","24","2017-11-15","54","Evaluation needs to be conducted in 1 year","14","2","3","2","2","N/A","2","N/A","3","N/A","N/A","2","2","2","3","3","3","N/A","4","5","N/A","S1424","43.6778634495","-79.3588173792","316168.205","4837332.934"
2381135,"4155200","2017","2017","1950","SOCIAL HOUSING","04","Parkdale-High Park","495 RIVERSIDE DR","3","25","2017-11-15","63","Evaluation needs to be conducted in 1 year","14","3","2","4","3","N/A","3","N/A","3","N/A","N/A","3","3","4","4","2","4","N/A","3","3","N/A","S0425","43.6481742891","-79.4902420295","305571.54","4834025.139"
2381136,"4154836","2017","2017","1959","PRIVATE","17","Don Valley North","11 DERVOCK CRES","4","77","2017-11-15","71","Evaluation needs to be conducted in 2 years","19","4","3","5","4","4","3","3","4","4","N/A","4","3","5","3","3","3","3","3","3","3","N1729","43.76608884","-79.380413219","314412.519","4847132.58"
2381137,"4156495","2017","2017","1962","PRIVATE","15","Don Valley West","14 CARLUKE CRES","7","101","2017-11-15","67","Evaluation needs to be conducted in 2 years","20","4","3","3","4","3","2","4","3","3","4","3","3","5","3","4","2","4","3","3","4","N1521","43.7604036514","-79.3924866908","313489.963","4846509.111"
2381138,"4155671","2017","2017","1962","PRIVATE","15","Don Valley West","16 CARLUKE CRES","7","101","2017-11-15","66","Evaluation needs to be conducted in 2 years","19","3","3","3","4","4","3","4","4","3","4","3","3","3","3","4","3","3","3","3","N/A","N1521","43.7611222484","-79.3926873718","313562.542","4846551.841"
2381139,"4155672","2017","2017","1962","PRIVATE","15","Don Valley West","20 CARLUKE CRES","12","154","2017-11-15","70","Evaluation needs to be conducted in 2 years","18","4","3","3","4","4","3","4","3","4","N/A","3","4","5","3","4","3","3","3","3","N/A","N1521","43.7610374702","-79.3915028226","313594.376","4846563.389"
2381140,"4153339","2017","2017","1967","PRIVATE","12","Toronto-St. Paul's","640 DAVENPORT RD","5","25","2017-11-15","69","Evaluation needs to be conducted in 2 years","16","4","4","4","3","N/A","2","N/A","3","3","N/A","3","4","5","4","4","3","3","3","3","N/A","S1236","43.6770415384","-79.4134459783","311763.48","4837235.568"
2381141,"4154221","2017","2017","1972","PRIVATE","07","Humber River-Black Creek","180 CHALKFARM DR","23","263","2017-11-15","58","Evaluation needs to be conducted in 1 year","18","4","4","4","2","3","2","2","2","3","N/A","3","4","2","3","3","3","3","3","2","N/A","W0734","43.7240484372","-79.5118150261","303832.597","4842454.334"
2381142,"4156140","2017","2017","1996","SOCIAL HOUSING","18","Willowdale","45 CUMMER AVE","4","53","2017-11-15","80","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","4","3","4","3","4","4","4","5","4","4","4","N/A","4","4","N/A","N1823","43.787109972","-79.415408659","311592.624","4849464.537"
2381143,"4154842","2017","2017","1967","PRIVATE","17","Don Valley North","505 CUMMER AVE","13","175","2017-11-15","78","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","4","N/A","3","4","4","4","4","3","4","3","4","4","N1721","43.7921587704","-79.3916718817","313502.616","4850026.664"
2381144,"4154104","2017","2017","1950","PRIVATE","14","Toronto-Danforth","257 TORRENS AVE","3","17","2017-11-15","59","Evaluation needs to be conducted in 1 year","15","3","2","3","1","2","3","N/A","3","N/A","N/A","3","1","5","4","4","3","N/A","4","3","N/A","S1422","43.6923348201","-79.3435916097","317392.816","4838942.809"
2381145,"4152664","2017","2017","1962","PRIVATE","21","Scarborough Centre","2275 VICTORIA PARK AVE","6","69","2017-11-15","71","Evaluation needs to be conducted in 2 years","19","4","3","3","4","4","3","3","3","4","4","4","4","5","3","3","3","3","3","4","N/A","E2121","43.763205849","-79.3169546412","319522.706","4846820.596"
2381146,"4154336","2017","2017","1955","PRIVATE","05","York South-Weston","2550 KEELE ST","3","12","2017-11-15","55","Evaluation needs to be conducted in 1 year","15","2","3","3","2","2","3","N/A","2","N/A","N/A","2","3","4","3","3","3","N/A","3","3","N/A","W0526","43.715924264","-79.4800852491","306389.231","4841551.892"
2381147,"4152999","2017","2017","1960","PRIVATE","04","Parkdale-High Park","1475 KING ST W","3","44","2017-11-15","49","Building Audit","17","2","3","2","2","2","3","N/A","3","N/A","2","2","3","3","3","2","2","2","3","3","N/A","S0437","43.6361307104","-79.4396082972","309657.257","4832688.775"
2381148,"4152711","2017","2017","1961","PRIVATE","21","Scarborough Centre","875 KENNEDY RD","6","82","2017-11-15","68","Evaluation needs to be conducted in 2 years","18","4","4","4","3","3","4","4","3","3","N/A","3","3","5","3","3","3","3","3","3","N/A","E2133","43.739089427","-79.270177266","323296.161","4844151.707"
2381149,"4152712","2017","2017","1965","PRIVATE","21","Scarborough Centre","877 KENNEDY RD","4","32","2017-11-15","76","Evaluation needs to be conducted in 2 years","18","4","4","5","3","4","4","N/A","3","5","N/A","4","3","5","3","4","3","4","3","3","4","E2133","43.739624156","-79.270445694","323274.376","4844211.053"
2381150,"4152714","2017","2017","1961","PRIVATE","21","Scarborough Centre","893 KENNEDY RD","7","77","2017-11-15","68","Evaluation needs to be conducted in 2 years","17","3","4","4","3","3","2","N/A","3","3","N/A","3","4","5","4","3","3","5","4","2","N/A","E2133","43.740395354","-79.270793343","323246.138","4844296.652"
2381151,"4152964","2017","2017","1972","PRIVATE","04","Parkdale-High Park","1251 KING ST W","14","189","2017-11-15","71","Evaluation needs to be conducted in 2 years","18","4","3","5","3","4","2","3","3","4","N/A","4","3","5","3","4","4","3","4","3","N/A","S0437","43.6381925177","-79.4297211776","310454.821","4832918.412"
2381152,"4153021","2017","2017","1967","PRIVATE","04","Parkdale-High Park","1430 KING ST W","7","77","2017-11-15","59","Evaluation needs to be conducted in 1 year","17","3","3","5","3","3","3","N/A","3","3","N/A","2","3","3","3","2","2","3","3","3","N/A","S0436","43.6373867485","-79.4364522272","309911.8","4832828.489"
2381153,"4152875","2017","2017","1960","PRIVATE","22","Scarborough-Agincourt","2250 KENNEDY RD","18","136","2017-11-15","73","Evaluation needs to be conducted in 2 years","18","4","3","3","4","4","4","3","3","4","N/A","3","3","5","4","4","4","4","4","3","N/A","E2232","43.7822367958","-79.2884509141","321812.366","4848940.348"
2381154,"4154066","2017","2017","1955","PRIVATE","19","Beaches-East York","2892 ST CLAIR AVE E","4","34","2017-11-15","63","Evaluation needs to be conducted in 1 year","16","3","2","2","3","3","4","N/A","3","N/A","N/A","3","3","4","3","3","3","4","4","3","N/A","S1924","43.70796583","-79.302427359","320686.3","4840682.162"
